# Gumbel-Zero joint training x search-shape sweep (plans/gumbel-mcts-results-5-violet-harbor.md). One row per checkpoint (404 total: 101 draws x 4 rungs).
# cvisit/cscale/m columns are RATING-time search shape only (the gaz(...) serving head). Training self-play never reads them: ml_gumbelzero.cpp calls
# gumbelSearch() directly and never touches g_gumbelCVisit/g_gumbelCScale/g_gumbelRootM, so every row's actual self-play search shape is the fixed engine
# default (cvisit=50, cscale=1.0, m=16), regardless of the swept cvisit/cscale/m values below.
# elo/games/cpu_ms_move/playstyle columns are from a PINNED screening fit against ranking/roster_screening_pool.txt (Docs/ranking-workflow.md Workflow A):
# screening only, not certification -- see the results doc's Caveats section before treating any single row's Elo as a reliable ranking.
# Wide pivot of D:\Downloads\Zeph\Board Games\Breakthrough\plans\gumbel-mcts-joint-sweep-agents-5-violet-harbor.tsv: one row per {block, seed}, rung values spread into columns.
# Columns constant across a group's rung values are not suffixed; columns that vary are '<col>_rung<value>'.
# Generated by tools/export_cohort_results.ps1.
block	seed	sims	lr	l2	replaycap	replaywarm	batch	open	cvisit	cscale	m	games	nodes_per_move	search_head_id	slot_rung100	slot_rung400	slot_rung1500	slot_rung4000	model_rung100	model_rung400	model_rung1500	model_rung4000	elo_rung100	elo_rung400	elo_rung1500	elo_rung4000	elo_pm_rung100	elo_pm_rung400	elo_pm_rung1500	elo_pm_rung4000	cpu_ms_move_rung100	cpu_ms_move_rung400	cpu_ms_move_rung1500	cpu_ms_move_rung4000	wl_as_white_rung100	wl_as_white_rung400	wl_as_white_rung1500	wl_as_white_rung4000	wl_as_black_rung100	wl_as_black_rung400	wl_as_black_rung1500	wl_as_black_rung4000	avg_plies_rung100	avg_plies_rung400	avg_plies_rung1500	avg_plies_rung4000	end_piece_margin_rung100	end_piece_margin_rung400	end_piece_margin_rung1500	end_piece_margin_rung4000	eff_elo_per_log2cpu_rung100	eff_elo_per_log2cpu_rung400	eff_elo_per_log2cpu_rung1500	eff_elo_per_log2cpu_rung4000	model_id_rung100	model_id_rung400	model_id_rung1500	model_id_rung4000	full_agent_id_rung100	full_agent_id_rung400	full_agent_id_rung1500	full_agent_id_rung4000
R40	8840	300	0.01	0.001	500	16	8	4	1000	40	8	432	0	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1	1158	1159	1160	1161	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1158.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1159.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1160.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1161.txt	481	557	601	429	26	23	22	27	0.936	0.890	0.767	0.938	56-160	65-151	71-145	38-178	33-183	46-170	55-161	38-178	43	40	43	43	-1.1	-1.1	-0.7	-1.2	49	57	63	43	learned(model=1158,825cbe85,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1159,5005b930,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1160,096501c5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1161,4962b66e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1.learned(model=1158,825cbe85,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1.learned(model=1159,5005b930,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1.learned(model=1160,096501c5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1.learned(model=1161,4962b66e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R41	8841	300	0.03	0.0003	500	16	32	8	1000	100	12	432	0	gaz(sims=300,cvisit=1000,cscale=100,m=12)@1	1162	1163	1164	1165	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1162.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1163.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1164.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1165.txt	489	521	466	507	25	24	26	25	1.231	1.079	1.091	1.003	47-169	39-177	35-181	38-178	44-172	61-155	50-166	58-158	49	46	44	45	-1.0	-0.8	-0.9	-0.5	48	52	46	51	learned(model=1162,81466592,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1163,6f783413,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1164,5a7356c9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1165,48f2503c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=100,m=12)@1.learned(model=1162,81466592,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=100,m=12)@1.learned(model=1163,6f783413,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=100,m=12)@1.learned(model=1164,5a7356c9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=100,m=12)@1.learned(model=1165,48f2503c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R42	8842	300	0.01	0.0003	8000	128	32	8	400	130	8	432	0	gaz(sims=300,cvisit=400,cscale=130,m=8)@1	1166	1167	1168	1169	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1166.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1167.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1168.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1169.txt	433	706	589	606	27	20	22	22	1.556	1.125	0.984	0.993	36-180	92-124	69-147	79-137	41-175	76-140	53-163	49-167	45	50	50	45	-0.8	0.4	0.5	-0.5	41	70	59	61	learned(model=1166,3bd0fe6f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1167,6ebce30f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1168,88f243cb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1169,6a3f7074,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=8)@1.learned(model=1166,3bd0fe6f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=8)@1.learned(model=1167,6ebce30f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=8)@1.learned(model=1168,88f243cb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=8)@1.learned(model=1169,6a3f7074,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R43	8843	500	0.03	0.001	500	16	32	4	1000	70	8	432	0	gaz(sims=500,cvisit=1000,cscale=70,m=8)@1	1170	1171	1172	1173	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1170.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1171.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1172.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1173.txt	560	557	462	578	23	23	26	23	1.442	1.426	1.432	1.358	64-152	60-156	49-167	65-151	48-168	51-165	35-181	53-163	40	41	40	41	-0.9	-0.9	-1.3	-0.6	53	53	44	56	learned(model=1170,4c1a53be,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1171,cb2119b5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1172,b46d9cc3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1173,105ba472,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=70,m=8)@1.learned(model=1170,4c1a53be,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=70,m=8)@1.learned(model=1171,cb2119b5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=70,m=8)@1.learned(model=1172,b46d9cc3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=70,m=8)@1.learned(model=1173,105ba472,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R44	8844	500	0.01	0.001	2000	32	128	4	400	100	16	432	0	gaz(sims=500,cvisit=400,cscale=100)@1	1174	1175	1176	1177	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1174.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1175.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1176.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1177.txt	524	514	550	500	24	25	23	25	1.352	1.397	1.578	1.379	69-147	64-152	74-142	58-158	32-184	34-182	35-181	36-180	41	43	45	41	-1.0	-0.8	-1.3	-0.9	50	49	52	48	learned(model=1174,84765023,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1175,70fd0a20,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1176,ca0f3e17,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1177,9394715c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100)@1.learned(model=1174,84765023,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100)@1.learned(model=1175,70fd0a20,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100)@1.learned(model=1176,ca0f3e17,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100)@1.learned(model=1177,9394715c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R45	8845	300	0.003	0	2000	32	8	8	400	130	16	432	0	gaz(sims=300,cvisit=400,cscale=130)@1	1178	1179	1180	1181	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1178.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1179.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1180.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1181.txt	357	547	531	683	30	24	24	20	0.864	0.882	0.756	0.896	30-186	61-155	64-152	84-132	31-185	47-169	39-177	74-142	43	47	42	47	-1.4	-0.5	-0.6	0.2	37	56	56	70	learned(model=1178,97648e30,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1179,df9ac8ae,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1180,951755c4,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1181,c2a6fc52,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130)@1.learned(model=1178,97648e30,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130)@1.learned(model=1179,df9ac8ae,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130)@1.learned(model=1180,951755c4,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130)@1.learned(model=1181,c2a6fc52,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R46	8846	400	0.03	0.001	2000	32	128	4	600	100	12	432	0	gaz(sims=400,cvisit=600,cscale=100,m=12)@1	1182	1183	1184	1185	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1182.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1183.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1184.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1185.txt	470	560	537	531	26	23	24	24	1.242	1.058	0.994	1.070	37-179	57-159	47-169	42-174	49-167	55-161	58-158	61-155	41	41	40	42	-1.1	-0.6	-0.9	-0.9	46	56	54	53	learned(model=1182,2fae3d5d,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1183,bfb415c8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1184,475f5dbd,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1185,18370cb9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=100,m=12)@1.learned(model=1182,2fae3d5d,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=100,m=12)@1.learned(model=1183,bfb415c8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=100,m=12)@1.learned(model=1184,475f5dbd,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=100,m=12)@1.learned(model=1185,18370cb9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R47	8847	300	0.01	0.0003	2000	32	128	8	1000	70	20	432	0	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1	1186	1187	1188	1189	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1186.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1187.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1188.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1189.txt	581	500	592	524	23	25	22	24	0.908	0.875	0.927	0.914	35-181	40-176	52-164	43-173	84-132	54-162	71-145	58-158	46	45	47	42	-0.7	-0.9	-0.9	-0.9	59	51	60	53	learned(model=1186,4af8bc89,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1187,54c19eac,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1188,1310027c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1189,b0d04ee3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1.learned(model=1186,4af8bc89,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1.learned(model=1187,54c19eac,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1.learned(model=1188,1310027c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1.learned(model=1189,b0d04ee3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R48	8848	500	0.003	0.001	500	16	32	8	1000	100	16	432	0	gaz(sims=500,cvisit=1000,cscale=100)@1	1190	1191	1192	1193	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1190.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1191.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1192.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1193.txt	514	496	514	478	25	25	25	26	1.873	1.499	1.632	1.605	58-158	64-152	71-145	61-155	40-176	29-187	27-189	27-189	42	43	43	43	-1.2	-0.6	-0.9	-0.7	47	47	48	45	learned(model=1190,d846e672,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1191,5e66c6f0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1192,8fd0b573,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1193,2f22c912,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1190,d846e672,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1191,5e66c6f0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1192,8fd0b573,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1193,2f22c912,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R49	8849	300	0.03	0	8000	128	128	8	1000	70	20	432	0	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1	1194	1195	1196	1197	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1194.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1195.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1196.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1197.txt	595	641	771	752	22	21	19	19	1.066	0.921	1.021	0.877	48-168	41-175	106-110	59-157	76-140	100-116	92-124	130-86	50	49	54	54	0.5	1.3	0.5	0.2	59	65	77	77	learned(model=1194,1cffe040,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1195,1f724e6d,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1196,0a81a750,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1197,988f4073,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1.learned(model=1194,1cffe040,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1.learned(model=1195,1f724e6d,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1.learned(model=1196,0a81a750,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1.learned(model=1197,988f4073,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R50	8850	500	0.003	0	500	16	32	0	400	100	12	432	0	gaz(sims=500,cvisit=400,cscale=100,m=12)@1	1198	1199	1200	1201	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1198.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1199.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1200.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1201.txt	615	615	708	589	22	22	20	22	1.470	1.659	1.641	1.790	55-161	65-151	83-133	60-156	76-140	66-150	86-130	62-154	43	46	51	51	-0.5	-1.0	0.1	-0.1	58	57	66	55	learned(model=1198,a6dd9e5f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1199,eb396556,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1200,6b519a13,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1201,7001c4bb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1198,a6dd9e5f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1199,eb396556,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1200,6b519a13,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=12)@1.learned(model=1201,7001c4bb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R51	8851	300	0.003	0.0003	2000	32	8	8	1000	40	20	432	0	gaz(sims=300,cvisit=1000,cscale=40,m=20)@1	1202	1203	1204	1205	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1202.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1203.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1204.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1205.txt	462	566	575	578	26	23	23	23	1.028	0.792	0.924	0.964	53-163	71-145	75-141	70-146	31-185	43-173	42-174	48-168	43	43	45	44	-1.1	-0.5	-0.5	-0.7	46	59	58	58	learned(model=1202,721f0374,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1203,09fa8272,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1204,319088a8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1205,be750698,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=40,m=20)@1.learned(model=1202,721f0374,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=40,m=20)@1.learned(model=1203,09fa8272,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=40,m=20)@1.learned(model=1204,319088a8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=40,m=20)@1.learned(model=1205,be750698,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R52	8852	400	0.003	0	500	16	128	0	800	100	12	432	0	gaz(sims=400,cvisit=800,cscale=100,m=12)@1	1206	1207	1208	1209	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1206.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1207.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1208.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1209.txt	541	680	654	587	24	20	21	22	1.216	1.450	1.373	1.251	46-170	74-142	86-130	56-160	60-156	83-133	60-156	65-151	44	50	50	51	-1.1	0.2	0.8	-0.6	53	65	63	57	learned(model=1206,f518698f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1207,5a6b0c41,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1208,2de11e4a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1209,53042360,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=100,m=12)@1.learned(model=1206,f518698f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=100,m=12)@1.learned(model=1207,5a6b0c41,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=100,m=12)@1.learned(model=1208,2de11e4a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=100,m=12)@1.learned(model=1209,53042360,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R53	8853	400	0.01	0.0003	500	16	32	0	400	100	16	432	0	gaz(sims=400,cvisit=400,cscale=100)@1	1210	1211	1212	1213	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1210.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1211.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1212.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1213.txt	524	604	534	578	24	22	24	23	1.157	1.160	1.137	1.225	61-155	79-137	64-152	67-149	40-176	48-168	40-176	51-165	44	44	43	45	-1.2	-0.9	-1.0	-1.0	52	59	53	56	learned(model=1210,c2a42107,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1211,1e023c41,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1212,4a650e0c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1213,87b6c425,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100)@1.learned(model=1210,c2a42107,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100)@1.learned(model=1211,1e023c41,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100)@1.learned(model=1212,4a650e0c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100)@1.learned(model=1213,87b6c425,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R54	8854	300	0.01	0.001	2000	32	128	8	400	100	12	432	0	gaz(sims=300,cvisit=400,cscale=100,m=12)@1	1214	1215	1216	1217	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1214.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1215.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1216.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1217.txt	557	572	481	575	23	23	26	23	0.888	0.807	0.891	0.867	71-145	66-150	47-169	69-147	40-176	50-166	42-174	48-168	42	42	40	43	-0.4	-0.9	-0.8	-0.6	57	59	49	59	learned(model=1214,96136f66,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1215,fc703daf,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1216,24c149f8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1217,41cdec09,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=100,m=12)@1.learned(model=1214,96136f66,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=100,m=12)@1.learned(model=1215,fc703daf,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=100,m=12)@1.learned(model=1216,24c149f8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=100,m=12)@1.learned(model=1217,41cdec09,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
