rank	elo	pm	games	wins	losses	white_wins	white_losses	black_wins	black_losses	avg_plies	ms_move	cpu_ms_move	nodes_move	eff	active	id
289	879	5	6944	3582	3362	1964	1508	1618	1854	52.7	13.723	13.565	50738	64	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
290	879	7	3404	2175	1229	1114	588	1061	641	51.2	0.864	0.865	9976	90	on	ab(deep=4)@2.exp(chip=4,forward=4)@2
291	878	9	1727	900	827	487	371	413	456	54.5	21.707	20.544	67614	61	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=369,612a48a8,tdleaf_self,lin,shape=129-1)@1
292	877	12	1052	634	418	327	199	307	219	50.7	18.566	17.886	59294	62	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=95,07792e69,pool_games,lin,shape=129-1)@1
293	876	12	1052	632	420	291	235	341	185	50.7	19.991	19.256	63395	62	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=94,784bb5fe,pool_games,lin,shape=129-1)@1
294	875	5	6944	3550	3394	1828	1644	1722	1750	52.2	12.664	12.525	47424	64	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
295	875	9	1736	889	847	454	414	435	433	51.7	13.947	13.509	44868	64	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
296	874	25	196	101	95	61	37	40	58	53.9	224.690	202.883	49527	50	gone	ab(d6,tt,ord,nb200k)@1.learned(s32,18116b38)@1
297	874	5	6944	3539	3405	1864	1608	1675	1797	47.6	8.118	8.034	29415	67	on	ab(deep=6,tt,ord,time=150ms)@2.classic(chip=100)@2.opener(rand,moves=8)@1
298	874	5	6944	3539	3405	1927	1545	1612	1860	52.2	13.505	13.323	51066	64	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
299	872	8	2336	1286	1050	651	517	635	533	42.9	2.578	4.917	12592	71	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=45,deep=4)@1
300	872	7	3404	2150	1254	1087	615	1063	639	51.7	0.883	0.887	10198	89	on	ab(deep=4)@2.exp(chip=4,forward=8)@2
301	871	9	1840	926	914	466	454	460	460	52.0	13.214	12.942	44662	64	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
302	871	24	318	169	149	94	65	75	84	55.5	2.632	2.638	17358	77	gone	ab(deep=4)@1.exp(chip=65,column=1,forward=14)@1
303	871	9	1840	925	915	503	417	422	498	54.1	271.513	262.398	59867	48	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=111,78ef6974,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.opener(rand,moves=8)@1
304	871	9	1840	925	915	454	466	471	449	56.3	16.943	16.567	55925	62	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=94,784bb5fe,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
305	870	9	1756	888	868	524	354	364	514	60.5	61.606	59.239	13039	55	gone	ab(deep=4)@1.learned(model=111,78ef6974,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
306	868	9	1736	875	861	469	399	406	462	52.6	14.811	14.286	48065	63	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=4,eb105733,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
307	868	5	6944	3496	3448	1827	1645	1669	1803	51.8	12.920	12.767	47144	64	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
308	867	25	196	99	97	54	44	45	53	54.3	259.516	233.799	56045	49	gone	ab(d6,tt,ord,nb200k)@1.learned(s31,19904e2a)@1
309	866	9	1840	916	924	476	444	440	480	52.9	14.111	13.829	47373	63	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=4,eb105733,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
310	866	11	1264	586	678	322	310	264	368	49.5	12.683	12.569	42547	64	gone	ab(d6,tt,ord,nb200k)@1.learned(s9,e5b3b014,value,lin,129-1,con100)@1.opener(rand,8)@1
311	864	7	3404	2122	1282	980	722	1142	560	50.4	18.004	17.808	64720	61	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=94,784bb5fe,pool_games,lin,shape=129-1)@1
312	864	9	1736	866	870	492	376	374	494	53.2	15.252	14.685	49694	62	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
313	861	8	2336	1254	1082	631	537	623	545	42.4	1.977	3.562	9710	73	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=60,deep=4)@1
314	859	10	1392	621	771	333	363	288	408	50.5	13.950	13.675	46573	63	gone	ab(d6,tt,ord,nb200k)@1.learned(s7,c7f7ce61,value,lin,129-1,con100)@1.opener(rand,8)@1
315	859	5	6944	3429	3515	1838	1634	1591	1881	52.6	13.510	13.342	49674	63	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=4,eb105733,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
316	859	7	3404	2103	1301	1108	594	995	707	50.7	16.041	15.884	59550	62	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=95,07792e69,pool_games,lin,shape=129-1)@1
317	856	8	2268	1216	1052	613	529	603	523	43.4	0.176	0.247	4278	108	gone	ab(deep=4)@1.classic(chip=100)@2
318	855	7	3404	2087	1317	986	716	1101	601	50.7	17.308	17.123	64543	61	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=94,784bb5fe,pool_games,lin,shape=129-1)@1
319	854	25	196	121	75	58	40	63	35	48.0	1.286	0.972	1710	86	gone	ab(d4,tt,ord,nb200k)@1.learned(s13,068b8a37)@1
320	854	5	6944	3390	3554	1681	1791	1709	1763	55.9	15.727	15.534	57059	61	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=94,784bb5fe,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
321	852	11	1160	691	469	357	223	334	246	45.0	3.002	4.685	14927	70	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=45,deep=3)@1
322	852	5	6944	3375	3569	1785	1687	1590	1882	52.7	13.270	13.127	49978	62	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=4,eb105733,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
323	849	8	2252	1193	1059	628	498	565	561	52.0	0.497	0.848	10121	87	gone	ab(deep=4)@1.exp(chip=4,forward=8)@2
324	848	8	2336	1218	1118	637	531	581	587	44.0	5.448	9.443	27627	64	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=10)@1
325	848	7	3404	2061	1343	1105	597	956	746	51.0	16.633	16.477	59524	61	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=95,07792e69,pool_games,lin,shape=129-1)@1
326	846	9	1736	831	905	452	416	379	489	52.1	14.309	13.806	45957	62	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
327	846	7	3404	2054	1350	1085	617	969	733	38.8	0.079	0.074	1185	136	on	ab(deep=3)@2.classic(chip=100)@2
328	846	7	3404	2054	1350	1072	630	982	720	38.0	11.231	11.035	181443	63	on	ab(deep=6,noab,nodes=200k)@2.classic(chip=100)@2
329	846	9	1904	885	1019	479	473	406	546	52.9	13.609	13.321	45441	62	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
330	843	5	6944	3309	3635	1781	1691	1528	1944	52.2	12.879	12.767	48021	62	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
331	842	5	6944	3301	3643	1767	1705	1534	1938	52.1	13.066	12.865	47693	62	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
332	840	25	196	117	79	67	31	50	48	47.0	0.929	0.828	1586	87	gone	ab(d4,tt,ord,nb200k)@1.learned(s7,388ce3fa)@1
333	836	19	504	256	248	131	121	125	127	38.6	0.153	0.244	3513	105	gone	ab(deep=4)@1.classic(chip=100)@1.dil(prob=10)@1
334	836	19	504	256	248	143	109	113	139	47.3	0.758	0.715	14689	88	gone	ab(deep=4)@1.exp(chip=4,forward=4)@1
335	836	7	3404	2017	1387	966	736	1051	651	51.4	1.252	1.253	4780	81	on	ab(deep=4,tt,ord,nodes=200k)@2.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1
336	835	8	2252	1156	1096	710	416	446	680	58.0	1.567	3.025	18141	72	gone	ab(deep=4)@1.classic(chip=10,wall=3,column=2)@2
337	834	7	3404	2009	1395	1022	680	987	715	53.4	0.965	0.948	11764	84	on	ab(deep=4)@2.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1
338	832	5	6944	3226	3718	1678	1794	1548	1924	45.6	10.346	10.211	38879	62	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.dil(prob=10)@1
339	832	19	504	254	250	146	106	108	144	47.7	0.759	0.743	14615	87	gone	ab(deep=4)@1.exp(chip=4,forward=1)@1
340	832	5	6944	3222	3722	1747	1725	1475	1997	53.6	278.034	274.826	65731	46	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.opener(rand,moves=8)@1
341	828	9	1840	834	1006	444	476	390	530	54.3	280.701	272.574	62914	46	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.opener(rand,moves=8)@1
342	828	8	2345	1167	1178	593	584	574	594	43.3	0.165	0.227	3979	106	gone	ab(deep=4)@1.classic(chip=100)@2.dil(prob=5)@1
343	827	13	960	424	536	195	285	229	251	50.1	0.403	0.384	1515	96	gone	ab(d4,tt,ord,nb200k)@1.learned(s6,eac8ab99)@1
344	827	13	960	424	536	224	256	200	280	50.8	0.382	0.360	1431	97	gone	ab(d4,tt,ord,nb200k)@1.learned(s7,c7f7ce61)@1
345	827	24	318	155	163	86	73	69	90	37.4	5.211	7.812	28727	64	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=18)@1
346	826	25	196	113	83	59	39	54	44	45.5	5.230	4.127	1480	69	gone	ab(d4,tt,ord,nb200k)@1.learned(s22,93efd444)@1
347	823	25	196	112	84	62	36	50	48	48.2	1.084	0.824	1693	85	gone	ab(d4,tt,ord,nb200k)@1.learned(s6,99ac0d85)@1
348	823	25	196	112	84	61	37	51	47	47.9	0.848	0.848	1621	85	gone	ab(d4,tt,ord,nb200k)@1.learned(s8,41ebc0ab)@1
349	819	7	3404	1954	1450	926	776	1028	674	52.6	1.163	1.136	4493	81	on	ab(deep=4,tt,ord,nodes=200k)@2.learned(model=3,68364898,pool_games,lin,shape=129-1)@1
350	818	7	3404	1950	1454	1027	675	923	779	57.5	57.106	56.408	13868	52	on	ab(deep=4)@2.learned(model=111,78ef6974,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
351	816	5	6944	3104	3840	1590	1882	1514	1958	42.6	0.232	0.226	3740	104	on	ab(deep=4)@2.classic(chip=100)@2.dil(prob=5)@1
352	816	19	504	246	258	145	107	101	151	55.9	4.461	3.527	29876	69	gone	ab(deep=4)@1.classic(chip=10,wall=3,column=2)@1
353	815	12	1052	557	495	273	253	284	242	51.2	517.242	499.575	112067	43	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
354	814	9	1840	803	1037	426	494	377	543	57.2	16.292	15.985	54275	58	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=95,07792e69,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
355	812	25	196	109	87	54	44	55	43	47.6	1.298	0.897	1649	83	gone	ab(d4,tt,ord,nb200k)@1.learned(s11,e2d2f5da)@1
356	812	25	196	109	87	53	45	56	42	47.5	1.296	0.996	1625	82	gone	ab(d4,tt,ord,nb200k)@1.learned(s14,e7a789fe)@1
357	812	25	196	109	87	54	44	55	43	46.5	1.310	1.084	2017	81	gone	ab(d4,tt,ord,nb200k)@1.learned(s4,95b45b1f)@1
358	810	9	1736	759	977	431	437	328	540	50.5	13.096	12.588	41812	59	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=99,59815079,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
359	809	25	196	108	88	53	45	55	43	47.7	1.264	0.836	1631	83	gone	ab(d4,tt,ord,nb200k)@1.learned(s12,fc66af48)@1
360	806	12	1052	546	506	280	246	266	260	52.0	494.624	477.389	105482	43	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=111,78ef6974,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
361	806	9	1726	754	972	362	496	392	476	42.3	18.948	17.845	18148	57	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=585,e37f6895,tdleaf_self,mlp,shape=30-32-1)@1
362	806	25	196	107	89	53	45	54	44	45.7	1.670	1.157	2158	79	gone	ab(d4,tt,ord,nb200k)@1.learned(s10,6153d426)@1
363	804	7	3404	1897	1507	1040	662	857	845	56.7	24.847	24.487	89259	55	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=369,612a48a8,tdleaf_self,lin,shape=129-1)@1
364	802	9	1796	762	1034	387	511	375	523	54.9	0.946	0.917	11603	81	gone	ab(deep=4)@1.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1
365	798	7	3404	1874	1530	931	771	943	759	55.1	91.108	89.922	105395	48	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=333,06bdc1f0,tdleaf_self,mlp,shape=30-16-1)@1
366	796	9	1948	809	1139	440	534	369	605	55.3	14.863	14.453	51777	58	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=97,87a5093d,pool_games,lin,shape=129-1)@1
367	795	19	504	236	268	138	114	98	154	47.4	0.807	0.753	15694	83	gone	ab(deep=4)@1.exp(chip=4,forward=8)@1
368	792	25	196	103	93	50	48	53	45	46.9	1.103	0.887	1776	81	gone	ab(d4,tt,ord,nb200k)@1.learned(s5,70081fb7)@1
369	790	7	3404	1845	1559	941	761	904	798	41.8	0.010	0.006	113	274	on	ab(deep=2)@2.classic(chip=100)@2
370	789	5	6944	2910	4034	1517	1955	1393	2079	56.4	15.270	15.075	54354	57	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=95,07792e69,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
371	788	25	196	102	94	46	52	56	42	49.3	5.463	3.696	1358	67	gone	ab(d4,tt,ord,nb200k)@1.learned(s15,af04747f)@1
372	788	9	1840	748	1092	413	507	335	585	49.7	12.328	12.107	41092	58	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=99,59815079,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
373	787	7	3404	1834	1570	1019	683	815	887	52.3	1.171	1.177	4555	77	on	ab(deep=4,tt,ord,nodes=200k)@2.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1
374	786	8	2268	1030	1238	473	669	557	569	42.2	0.048	0.075	1163	126	gone	ab(deep=3)@1.classic(chip=100)@2
375	786	5	6944	2882	4062	1602	1870	1280	2192	50.2	11.623	11.490	42244	58	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=99,59815079,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
376	785	7	3404	1823	1581	1172	530	651	1051	54.0	3.279	3.185	22761	67	on	ab(deep=4)@2.classic(chip=10,wall=3,column=2)@2
377	782	5	6944	2854	4090	1520	1952	1334	2138	42.3	7.226	7.109	120018	61	on	ab(deep=6,nodes=200k)@2.classic(chip=100)@2.dil(prob=10)@1
378	781	8	2336	1033	1303	517	651	516	652	44.3	1.955	3.787	9796	66	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=60,deep=3)@1
379	780	8	2252	1010	1242	510	616	500	626	40.1	6.901	11.244	176919	58	gone	ab(deep=6,noab,nodes=200k)@1.classic(chip=100)@2
380	778	25	196	99	97	50	48	49	49	45.7	1.595	1.183	2146	76	gone	ab(d4,tt,ord,nb200k)@1.learned(s3,8603e15c)@1
381	777	8	2336	1024	1312	517	651	507	661	43.9	5.559	9.314	28386	59	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=14)@1
382	776	9	1796	709	1087	358	540	351	547	52.4	0.507	0.493	1883	87	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1
383	775	13	960	369	591	168	312	201	279	45.8	0.343	0.318	1240	93	gone	ab(d4,tt,ord,nb200k)@1.learned(s9,e5b3b014)@1
384	773	5	6944	2789	4155	1571	1901	1218	2254	50.6	11.364	11.245	42394	57	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=99,59815079,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
385	771	5	6944	2774	4170	1486	1986	1288	2184	50.3	287.366	284.110	67078	43	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=111,78ef6974,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.opener(rand,moves=8)@1
386	770	9	1796	696	1100	336	562	360	538	57.4	103.858	99.109	14793	46	gone	ab(deep=4)@1.learned(model=78,2fa21eda,position_elo,mlp,mu_shape=129-128-64-1,sigma_shape=129-32-1)@1
387	768	9	1796	692	1104	278	620	414	484	59.3	259.800	248.631	14157	43	gone	ab(deep=4)@1.learned(model=79,18f19059,position_elo,mlp,mu_shape=129-256-128-1,sigma_shape=129-64-1)@1
388	767	7	3404	1757	1647	913	789	844	858	56.8	29.211	28.719	15285	52	on	ab(deep=4)@2.learned(model=78,2fa21eda,position_elo,mlp,mu_shape=129-128-64-1,sigma_shape=129-32-1)@1
389	765	7	3404	1747	1657	851	851	896	806	57.8	71.240	70.242	14803	47	on	ab(deep=4)@2.learned(model=79,18f19059,position_elo,mlp,mu_shape=129-256-128-1,sigma_shape=129-64-1)@1
390	764	10	1727	672	1055	340	518	332	537	52.2	69.693	65.837	71155	48	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=279,409dc0b3,tdleaf_self,mlp,shape=30-16-1)@1
391	763	9	1796	683	1113	342	556	341	557	51.3	0.456	0.452	1711	87	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1
392	762	8	2336	983	1353	488	680	495	673	42.3	4.728	7.470	116203	59	gone	ab(deep=6,nodes=200k)@1.classic(chip=100)@2.dil(prob=10)@1
393	762	7	3404	1735	1669	803	899	932	770	50.7	1.121	1.129	4385	75	on	ab(deep=4,tt,ord,nodes=200k)@2.learned(model=4,eb105733,pool_games,lin,shape=129-1)@1
394	758	8	2268	955	1313	478	664	477	649	45.6	0.005	0.010	114	219	gone	ab(deep=2)@1.classic(chip=100)@2
395	757	7	3404	1716	1688	850	852	866	836	37.6	22.603	22.357	26179	52	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=585,e37f6895,tdleaf_self,mlp,shape=30-32-1)@1
396	755	5	6944	2662	4282	1365	2107	1297	2175	44.7	10.040	9.914	37665	57	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.dil(prob=14)@1
397	754	7	3404	1706	1698	930	772	776	926	56.7	27.102	26.711	14407	51	on	ab(deep=4)@2.learned(model=77,ddaa5090,position_elo,mlp,mu_shape=129-128-64-1,sigma_shape=129-32-1)@1
398	754	12	1052	481	571	265	261	216	310	55.1	16.694	16.041	57608	54	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=97,87a5093d,pool_games,lin,shape=129-1)@1
399	753	8	2252	937	1315	485	641	452	674	53.3	1.668	2.722	17431	66	gone	ab(deep=4)@1.exp(chip=64,column=1,forward=15)@2
400	751	7	3404	1693	1711	875	827	818	884	56.9	60.524	59.682	14803	47	on	ab(deep=4)@2.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
401	750	25	196	91	105	46	52	45	53	48.0	6.240	4.956	1762	61	gone	ab(d4,tt,ord,nb200k)@1.learned(s23,1533231f)@1
402	750	25	196	91	105	46	52	45	53	49.0	6.262	4.835	1708	61	gone	ab(d4,tt,ord,nb200k)@1.learned(s25,64a11ec7)@1
403	748	9	1796	653	1143	338	560	315	583	58.1	97.622	93.021	14067	45	gone	ab(deep=4)@1.learned(model=77,ddaa5090,position_elo,mlp,mu_shape=129-128-64-1,sigma_shape=129-32-1)@1
404	748	22	344	85	259	31	141	54	118	47.9	0.515	0.503	1898	83	gone	ab(d4,tt,ord,nb200k)@1.learned(s9,e5b3b014,value,lin,129-1,con100)@1
405	747	25	196	90	106	44	54	46	52	47.1	9.199	7.787	1659	58	gone	ab(d4,tt,ord,nb200k)@1.learned(s34,93fd930c)@1
406	746	10	1726	637	1089	280	578	357	511	56.4	18.885	17.809	59235	53	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=531,748d1c8d,tdleaf_self,lin,shape=129-1)@1
407	744	10	1736	630	1106	328	540	302	566	50.7	13.473	12.996	43418	54	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=94,784bb5fe,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
408	744	25	196	89	107	57	41	32	66	49.2	9.586	7.619	1610	58	gone	ab(d4,tt,ord,nb200k)@1.learned(s30,ba8efc12)@1
409	744	25	196	89	107	46	52	43	55	47.1	0.834	0.690	1567	79	gone	ab(d4,tt,ord,nb200k)@1.learned(s9,4d37b1f7)@1
410	742	7	3404	1661	1743	931	771	730	972	52.8	14.757	14.610	57238	54	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=97,87a5093d,pool_games,lin,shape=129-1)@1
411	742	5	6944	2571	4373	1329	2143	1242	2230	42.7	0.226	0.217	3610	96	on	ab(deep=4)@2.classic(chip=100)@2.dil(prob=10)@1
412	741	8	2352	928	1424	479	705	449	719	43.9	0.158	0.247	3804	93	gone	ab(deep=4)@1.classic(chip=100)@2.dil(prob=10)@1
413	740	25	196	88	108	46	52	42	56	47.0	5.948	4.652	1646	61	gone	ab(d4,tt,ord,nb200k)@1.learned(s24,d1e5f517)@1
414	739	9	1796	635	1161	303	595	332	566	49.4	0.473	0.463	1749	83	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=4,eb105733,pool_games,lin,shape=129-1)@1
415	738	5	6944	2543	4401	1376	2096	1167	2305	50.7	296.600	293.384	71069	41	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.opener(rand,moves=8)@1
416	738	7	3404	1644	1760	867	835	777	925	56.3	60.361	59.656	15095	47	on	ab(deep=4)@2.learned(model=114,316257e9,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
417	737	10	1727	621	1106	270	588	351	518	55.0	42.103	39.332	65608	48	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=261,52cd70f8,tdleaf_self,mlp,shape=129-32-1)@1
418	737	7	3404	1639	1765	919	783	720	982	53.5	14.202	14.072	57308	53	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=97,87a5093d,pool_games,lin,shape=129-1)@1
419	735	9	1840	641	1199	336	584	305	615	50.9	12.984	12.693	43642	54	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=94,784bb5fe,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
420	735	8	2400	916	1484	466	734	450	750	43.8	5.272	9.144	26813	56	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=18)@1
421	733	25	196	86	110	50	48	36	62	46.3	8.481	7.095	1543	57	gone	ab(d4,tt,ord,nb200k)@1.learned(s35,e0fe5acd)@1
422	733	25	318	126	192	69	90	57	102	38.2	5.891	7.611	33363	57	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=22)@1
423	730	7	3404	1615	1789	807	895	808	894	56.1	60.114	59.356	14830	46	on	ab(deep=4)@2.learned(model=115,21d7e638,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
424	729	10	1756	606	1150	295	583	311	567	58.5	65.623	63.162	14119	46	gone	ab(deep=4)@1.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
425	728	8	2252	872	1380	445	681	427	699	53.0	1.653	2.734	17288	64	gone	ab(deep=4)@1.exp(chip=65,column=1,forward=14)@2
426	728	10	1756	604	1152	346	532	258	620	57.6	56.449	54.276	12539	46	gone	ab(deep=4)@1.learned(model=110,1466db6c,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
427	726	25	196	84	112	45	53	39	59	47.8	6.147	4.624	1671	60	gone	ab(d4,tt,ord,nb200k)@1.learned(s17,56ed7027)@1
428	726	25	196	84	112	39	59	45	53	47.8	9.923	7.920	1648	56	gone	ab(d4,tt,ord,nb200k)@1.learned(s33,b02b58b6)@1
429	723	7	3404	1588	1816	828	874	760	942	55.8	51.104	50.413	13069	46	on	ab(deep=4)@2.learned(model=110,1466db6c,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
430	721	5	6944	2426	4518	1307	2165	1119	2353	51.0	11.904	11.777	43637	53	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=94,784bb5fe,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
431	721	5	6944	2420	4524	1296	2176	1124	2348	50.9	11.638	11.528	43636	53	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=94,784bb5fe,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
432	720	16	524	309	215	140	122	169	93	57.4	0.340	0.284	1030	88	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=45,d675341a,teacher_games(deep=4),lin,shape=129-1)@1
433	719	20	504	200	304	107	145	93	159	37.2	0.006	0.002	113	476	gone	ab(deep=2)@1.classic(chip=100)@1
434	719	10	1756	588	1168	248	630	340	538	57.4	66.276	63.785	14387	45	gone	ab(deep=4)@1.learned(model=115,21d7e638,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
435	719	25	196	82	114	44	54	38	60	47.2	6.299	4.811	1729	59	gone	ab(d4,tt,ord,nb200k)@1.learned(s19,37dc9a9a)@1
436	719	25	196	82	114	47	51	35	63	48.0	5.924	4.747	1651	59	gone	ab(d4,tt,ord,nb200k)@1.learned(s21,29061624)@1
437	719	25	196	82	114	43	55	39	59	49.3	6.487	5.033	1753	58	gone	ab(d4,tt,ord,nb200k)@1.learned(s26,d70c5070)@1
438	718	7	3404	1568	1836	780	922	788	914	53.7	2.658	2.634	17474	63	on	ab(deep=4)@2.exp(chip=64,column=1,forward=15)@2
